cultivo,lat,lon,presencia,ET0_media_diaria,ET0_anual_mm,deficit_media_diaria,deficit_anual_mm,pct_dias_deficit,dias_estres_papa_anual,dias_estres_maiz_anual,dias_estres_frejol_anual,dias_estres_quinua_anual,dias_secos_anual,cdd_max,eventos_sequia_7d,eventos_sequia_15d,dias_helada_anual,pr_anual_mm,indice_aridez,tmax_media_anual,tmin_media_anual,rango_termico_diurno
papa,0.253378,-78.215742,1,3.660764525930365,1337.0942430960654,-1.1079291054986116,-404.6711057833678,80.45578998228379,102.95120389756804,0.0,0.2853056047672732,0.0,240.42438597197616,70.0,8.020911177323239,2.4206856981800606,0.0,932.42316,0.6973536320280924,23.729984283447266,15.161239624023438,8.568760871887207
papa,-0.845616,-78.584903,1,3.966266733411163,1448.6789243784272,-1.6107614721940555,-588.3306277188789,81.61217587373167,129.52286197455308,0.0,1.3265239974230956,0.0205890642615558,237.8183986954421,65.6,8.34151232082461,2.4706877113866965,0.0,860.34827,0.5938850828563504,25.041919708251953,18.156789779663086,6.885112762451172
papa,-1.340401,-78.582366,1,4.118500865309673,1504.2824410543576,-2.139714746993787,-781.5308113394806,84.81961668545661,158.6799182638106,0.0,2.250090594298599,0.0529433081011434,236.25951240135288,46.2,8.473870591077468,1.71183362860364,0.0,722.75165,0.4804615331450256,25.041919708251953,18.156789779663086,6.885112762451172
papa,-0.357578,-78.150978,1,3.353783732979397,1224.9695084707248,0.431203914559275,157.49722979277516,62.42390078917701,5.564929940409082,0.0,0.0,0.0,127.77867410210985,22.5,1.6471251409244645,0.1117692059913029,0.0,1382.4668,1.1285732179867856,23.162927627563477,14.356684684753418,8.80624771118164
papa,-1.338989,-78.534246,1,4.11850155562869,1504.282693193379,-2.139715437312812,-781.5310634785046,84.81961668545661,158.6799182638106,0.0,2.250090594298599,0.0529433081011434,236.25951240135288,46.2,8.473870591077468,1.71183362860364,0.0,722.75165,0.4804614526148203,25.041919708251953,18.156789779663086,6.885112762451172
papa,-1.725901,-78.762369,1,3.964496060280589,1448.032186017485,-2.0756514109741784,-758.1316778583183,85.04106941536479,118.978319777742,0.0,1.0088641488162344,0.0323542438395876,242.95978217104204,55.5,8.8915344660976,2.4795115960702203,0.0,689.9005,0.476439214972353,26.966411590576172,20.686660766601562,6.279777526855469
papa,-2.150411,-79.957518,1,4.508893400471552,1646.873314522234,-0.9177530941571396,-335.2093176408952,81.1233693026252,365.2058805765824,10.64748751811886,317.0215876147527,202.42579722982765,237.11248792076017,106.0,8.39739692382026,3.700148977291029,0.0,1311.664,0.7964602831414306,30.925806045532227,23.84659194946289,7.079246520996094
papa,-0.019569,-79.605539,1,4.042437744856748,1476.500386308927,2.3409640557662152,855.03712136861,66.05411499436302,365.052933242068,3.479551860202931,265.26068006120147,129.10519809953294,171.2363061684651,47.5,5.726701159607022,1.3000523433725235,0.0,2331.5376,1.5791043595378398,30.925806045532227,23.84659194946289,7.079246520996094
papa,0.593203,-77.729822,1,3.5639322651204624,1301.7262598352486,0.3026091928898112,110.52800770300357,68.2831373812208,28.26878523111612,0.0,0.0029412948945079,0.0,161.09766266709616,21.4,2.8854102915123208,0.2470687711386696,0.0,1412.2543,1.084897395464853,22.268421173095703,13.307413101196289,8.960993766784668
papa,0.806258,-77.727437,1,3.698819269158797,1350.9937380602505,-0.3611863346878434,-131.9233087447348,72.24593332259623,40.27809228539217,0.0,0.0117651795780318,0.0,147.1765139313899,21.6,2.3530359156063776,0.2294210017716218,0.0,1219.0704,0.9023373134247986,22.546249389648438,12.879328727722168,9.666911125183105
