cultivo,nivel,provincia,ha_plantada_espac,ha_cosechada_espac,fuente,nota
quinua,provincial,Imbabura,18.36317914222325,18.36317914222325,ESPAC 2024 (INEC),"Representatividad solo provincial. No desagregable a parroquias según diseño muestral ESPAC (INEC, 2022)."
